Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Streams,Playlist_count,Playlist_reach,Popularity,Explicit Track
Hurricane,Donda,Kanye West,Unknown,"2,549",28.0,404497617,108795,16231758,62.0,0
Rumah Singgah,Rumah Singgah,Fabio Asher,2022-05-05 00:00:00,"2,550",28.0,239624643,13095,3228030,67.0,0
Strip That Down (feat. Quavo),Strip That Down,Liam Payne,Unknown,"2,560",28.0,1000549809,86051,18285158,63.0,0
IT GIRL - Sped up Version,IT GIRL (Sped up Version),Aliyah's Interlude,Unknown,"2,570",27.9,23708233,7125,3235480,0.0,1
Khodni,Khodni - Single,AL SHAMI,Unknown,"2,566",27.9,916695,97,384024,0.0,0
Lost in the Fire (feat. The Weeknd),Lost in the Fire (feat. The Weeknd),Gesaffelstein,2019-11-01 00:00:00,"2,564",27.9,895496661,158437,56718950,75.0,1
Minha Heran ,Minha Heran ,Ana Castela,Unknown,"2,575",27.9,3582494,506,20021976,64.0,0
Diva Yorgun,Diva Yorgun,Melike   ,Unknown,"2,574",27.9,62458329,7526,1713723,58.0,0
Can't Get Enough,Can't Get Enough,Jennifer Lopez,2024-10-01 00:00:00,"2,565",27.9,9293098,1348,2545397,0.0,1
The Man He Sees in Me,The Man He Sees in Me,Luke Combs,2024-06-06 00:00:00,"2,569",27.9,5942861,766,17968556,71.0,0
Dilemma,Nellyville (Explicit Version),Nelly,Unknown,"2,573",27.9,859999247,170136,65334656,74.0,1
20 Tragos,20 Tragos,Yi ,Unknown,"2,568",27.9,477396,29,18081,0.0,1
My wrist (with Young Thug),My wrist (with Young Thug),Yeat,Unknown,"2,572",27.9,83393310,32703,6521059,64.0,1
GigaChad Theme - Phonk House Version,GigaChad Theme (Phonk House Version),g3ox_em,Unknown,"2,571",27.9,282776356,45283,24157482,69.0,0
Jackie Chan,Jackie Chan,Ti  ,Unknown,"2,562",27.9,867318774,122200,28477959,66.0,1
Words (feat. Zara Larsson),Words (feat. Zara Larsson),Alesso,Unknown,"2,563",27.9,383945607,58627,45560940,72.0,0
Bombonzinho - Ao Vivo,Bombonzinho (Ao Vivo),Israel & Rodolffo,2022-03-11 00:00:00,"2,576",27.9,343704935,21379,13592125,61.0,0
Mil Preguntas,Mil Preguntas - Single,The La Planta,2024-07-03 00:00:00,"2,567",27.9,27026914,2367,8527648,70.0,0
OJAL ,OJAL ,Maria Becerra,2022-01-06 00:00:00,"2,579",27.8,168710415,16559,4927487,56.0,0
Bejeweled,Midnights,Taylor Swift,Unknown,"2,577",27.8,536110386,32472,22834672,71.0,0
Lovin On Me,Lovin On Me - Single,Jack Harlow,2023-10-11 00:00:00,"2,583",27.8,669206771,4166,982289,0.0,0
Back for More (with Anitta),Back for More (with Anitta),TOMORROW X TOGETHER,Unknown,"2,580",27.8,93990459,8050,7207941,0.0,0
Heaven,Kane Brown (Deluxe Edition),Kane Brown,2017-06-10 00:00:00,"2,584",27.8,492361216,43773,13627930,66.0,0
Rolex,Rolex,Ayo & Teo,Unknown,"2,585",27.8,491358577,7067,1642096,0.0,0
That Girl,That Girl,Amrinder Gill,Unknown,"2,582",27.8,4128853,234,2317956,62.0,0
FERXXO 151,FERXXO 151,Feid,Unknown,"2,587",27.8,106899723,23959,10822808,64.0,0
Dhaniya Ae Jaan,Dhaniya Ae Jaan,Pawan Singh,Unknown,"2,589",27.8,5842217,191,173325,0.0,0
Young And Beautiful,Music From Baz Luhrmann's Film The Great Gatsby,Lana Del Rey,2013-01-01 00:00:00,"2,586",27.8,1256488099,158078,59355964,80.0,0
United In Grief,Mr. Morale & The Big Steppers,Kendrick Lamar,Unknown,"2,578",27.8,246425341,81509,7710812,71.0,1
Drunk in Love,Beyonc   (Del,Beyonc ,Unknown,"2,588",27.8,607315454,73281,24577326,67.0,1
La Vida Sin Ti,La Vida Sin Ti,Rels B,Unknown,"2,581",27.8,50171337,3367,20131086,74.0,0
FREAK,YUQ1,YUQI,Unknown,"2,604",27.7,9956970,918,11306595,66.0,0
Casa Mia,Casa Mia,Ghali,2024-07-02 00:00:00,"2,607",27.7,55157600,3119,3112859,74.0,0
Kaikai Kitan,            ,Eve,2020-03-10 00:00:00,"2,596",27.7,404765225,64972,8591521,68.0,0
Opp Stoppa (feat. 21 Savage),Opp Stoppa (feat. 21 Savage),YBN Nahmir,Unknown,"2,603",27.7,246949197,80591,7682255,64.0,1
Mary On A Cross,Seven Inches Of Satanic Panic,Ghost,Unknown,"2,594",27.7,589145587,130464,19387390,71.0,0
Go Fuck Yourself,First Steps,Two Feet,Unknown,"2,591",27.7,649191183,160382,29032760,68.0,1
Crocodile Tearz,Might Delete Later,J. Cole,2024-05-04 00:00:00,"2,600",27.7,37057985,5769,25367830,0.0,1
PLIS,PLIS,Camilo,2024-06-02 00:00:00,"2,593",27.7,37814314,2461,22699959,0.0,0
Back to Me,VULTURES 1,Kanye West,2024-09-02 00:00:00,"2,599",27.7,77403728,13507,6358959,0.0,1
Antidepresan,Antidepresan,Mert Demir,2022-04-11 00:00:00,"2,605",27.7,172362945,25648,5961079,62.0,0
Rise,Rise,Jonas Blue,Unknown,"2,592",27.7,872518334,93636,18157143,64.0,0
Summertime Sadness,Born To Die (Deluxe Version),Lana Del Rey,2011-01-01 00:00:00,"2,606",27.7,1442872605,204954,53282968,79.0,0
8:00 AM,8:00 AM,Nicki Nicole,Unknown,"2,601",27.7,135465283,20671,8011051,63.0,1
PICK IT UP (feat. A$AP Rocky),Pick It Up (feat. A$AP Rocky),Famous Dex,Unknown,"2,595",27.7,577534277,47818,8308985,58.0,1
Double Fantasy (with Future),Double Fantasy,The Weeknd,Unknown,"2,597",27.7,180940067,36631,14272823,66.0,1
Jungle,Jungle,Alok,Unknown,"2,590",27.7,111266488,19017,69287736,0.0,0
Fisherrr,Fisherrr - Single,Cash Cobain,Unknown,"2,598",27.7,9215777,2816,3862691,28.0,1
Thank You for Being You,Thank You for Being You,OctaSounds,2022-07-09 00:00:00,"2,602",27.7,2248788,739,35130,43.0,0
Wild as Her,Wild as Her,Corey Kent,2022-04-03 00:00:00,"2,614",27.6,180186017,32769,6038439,66.0,0
Beautiful (feat. Camila Cabello),Beautiful (feat. Camila Cabello),Bazzi,2018-02-08 00:00:00,"2,611",27.6,737482160,55335,17510051,66.0,0
Black Friday,Black Friday,Tom Odell,Unknown,"2,616",27.6,126929488,23805,42713528,0.0,0
Summertime Sadness (Sped Up),Summertime Sadness (Sped Up),Lana Del Rey,2022-04-05 00:00:00,"2,613",27.6,68235585,10765,7466559,59.0,0
Ignorantes,Ignorantes,Bad Bunny,Unknown,"2,618",27.6,671572185,88857,22055975,62.0,1
Break Free,Pop Party 13,Ariana Grande,2014-01-01 00:00:00,"2,610",27.6,899830382,96199,41829450,70.0,0
Risk,Risk,Gracie Abrams,2024-01-05 00:00:00,"2,617",27.6,41114784,2686,35162711,78.0,0
"Nathy Peluso: Bzrp Music Sessions, Vol. 36","Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,Unknown,"2,615",27.6,286381494,54422,8157305,61.0,0
WY@,WY@,Brent Faiyaz,Unknown,"2,609",27.6,54763093,15316,7846247,0.0,1
Acapulco,Acapulco,Jason Derulo,2021-03-09 00:00:00,"2,608",27.6,442260324,67318,33339871,65.0,0
GHOST TOWN,GHOST TOWN,Benson Boone,Unknown,"2,612",27.6,382177076,65369,34887197,66.0,0
Bande organis ,Bande organis ,13 Organis ,Unknown,"2,625",27.5,267241905,62950,4938947,63.0,1
Only Human,Happiness Begins,Jonas Brothers,2019-07-06 00:00:00,"2,634",27.5,508463163,58919,15436258,65.0,0
Daddy Issues,Wiped Out!,The Neighbourhood,Unknown,"2,627",27.5,1435372572,239555,84147867,80.0,0
Cha Cha Cha,Cha Cha Cha,K   ,Unknown,"2,624",27.5,143311775,42463,3803730,66.0,0
Raining In Manila,Raining In Manila,Lola Amour,Unknown,"2,633",27.5,136169854,11506,4813121,63.0,0
Diab  ,Diab  ,Cris Mj,2023-08-11 00:00:00,"2,628",27.5,83966111,12847,42315256,73.0,1
HE KNOWS (feat. Lil Nas X),HE KNOWS (feat. Lil Nas X),Camila Cabello,2024-10-05 00:00:00,"2,632",27.5,14234598,1591,38201815,0.0,1
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Feels,Calvin Harris,Unknown,"2,626",27.5,1120187276,153725,45935052,70.0,1
Everybody make some Tik Tok,Everybody make some some Tik Tok,Bounce O   ,Unknown,"2,621",27.5,532262,481,35220,13.0,0
Another Love (Ti  sto Re,Another Love (Ti  sto Re,Tom Odell,Unknown,"2,620",27.5,141141890,32658,32977028,67.0,0
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",His & Hers,Internet Money,Unknown,"2,631",27.5,224820131,81921,11821621,0.0,1
Tu Aake Dekhle,The Carnival,King,Unknown,"2,629",27.5,410639967,33664,5963459,69.0,0
Red Leather,WE STILL DON'T TRUST YOU,Future,2024-12-04 00:00:00,"2,630",27.5,22715763,6606,6526571,0.0,1
Viva La Vida,Meu Pai    do ,Coldplay,Unknown,"2,619",27.5,2102223775,335772,128128093,80.0,0
Nice to Meet You,Nice to Meet You,Imagine Dragons,Unknown,"2,623",27.5,15062636,1446,39911356,75.0,0
Verte Ir,Verte Ir,DJ Luian,Unknown,"2,622",27.5,550967367,65928,18945081,64.0,0
Pink + White,Blonde,Frank Ocean,Unknown,"2,642",27.4,1299650856,228950,71708447,83.0,0
Mother,Takin' It Back (Deluxe),Meghan Trainor,2023-04-03 00:00:00,"2,640",27.4,79738242,12390,2274976,57.0,1
Flashback (feat. Gazo),Flashback,Fav ,Unknown,"2,654",27.4,88014813,16418,4788967,66.0,1
Space Song,Depression Cherry,Beach House,Unknown,"2,646",27.4,1099069598,261122,71073470,73.0,0
OKAY,OKAY (Versions),JT,Unknown,"2,641",27.4,16446111,1966,36576049,65.0,1
Rude,Rude,MAGIC!,Unknown,"2,650",27.4,0,1472,287308,0.0,0
Chill Bill,The RCA-List (Vol. 2),Rob $tone,2016-01-01 00:00:00,"2,649",27.4,843861768,155472,20340958,70.0,1
My Way,My Way,Calvin Harris,Unknown,"2,636",27.4,1014534913,132592,41964503,73.0,0
Big City Life,Big City Life,Luude,Unknown,"2,653",27.4,181323700,71547,13471679,65.0,0
Luch   La,Luch   La Ley - Si,BoomBoxRepairKit,Unknown,"2,645",27.4,0,0,0,0.0,0
Wife,Wife,(G)I-DLE,Unknown,"2,643",27.4,58909647,3850,12472972,0.0,0
'Till I Collapse,The Eminem Show,Eminem,Unknown,"2,651",27.4,1958809069,282888,74055843,79.0,1
No Hands (feat. Roscoe Dash & Wale),No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,2010-06-09 00:00:00,"2,655",27.4,662257934,113043,31739594,71.0,1
Jumbotron Shit Poppin,Her Loss,Drake,2022-04-11 00:00:00,"2,635",27.4,126296463,44782,4407877,62.0,1
La Nota,La Nota,Manuel Turizo,2020-08-10 00:00:00,"2,648",27.4,560949285,80872,37192436,64.0,0
Amor a Primera Vista,Amor a Primera Vista,Los   ngeles Az,Unknown,"2,644",27.4,346860422,29735,10707382,65.0,0
Solo,Solo,Myles Smith,Unknown,"2,647",27.4,95747052,18521,23770824,0.0,0
UNFORGIVEN (feat. Nile Rodgers),UNFORGIVEN,LE SSERAFIM,2023-01-05 00:00:00,"2,639",27.4,223652808,18262,11833709,70.0,0
                                                                        ,                                                                        ,Bonnadol,Unknown,"2,652",27.4,478756,207,18460,21.0,0
Elini Ver,Elini Ver,Amo988,Unknown,"2,637",27.4,15352061,639,5601320,72.0,0
Sex Music,Sex Music,Tank,Unknown,"2,638",27.4,5283089,920,403273,30.0,0
Porfa,Porfa,Feid,Unknown,"2,661",27.3,396184710,62515,16214167,65.0,0
P power (feat. Drake),DRIP SEASON 4EVER,Gunna,2022-07-01 00:00:00,"2,671",27.3,307122295,91786,17784294,69.0,1
I Can See You (Taylor   s Version) (From The ,Speak Now (Taylor's Version),Taylor Swift,2023-07-07 00:00:00,"2,673",27.3,247056218,19231,16723973,69.0,0
Derni  re d,Derni  re D,Indila,Unknown,"2,672",27.3,410783411,84509,10769145,72.0,0
Prada (Valexus Remix),Prada (feat. Valexus) [Valexus Remix],cass ,2023-08-09 00:00:00,"2,667",27.3,47098121,16949,17937069,0.0,1
"A ver, a ver - Ric Piccolo Edit","A ver, a ver (Ric Piccolo Edit)",Donald,Unknown,"2,666",27.3,67852,531,98875,10.0,0
Fight Song,Fight Song,Rachel Platten,2014-02-12 00:00:00,"2,670",27.3,897794289,92326,47254001,69.0,0
Pepas,Pepas - Single,Farruko,Unknown,"2,974",27.3,1490710634,11,1849,0.0,0
Satu Rasa Cinta,Satu Rasa Cinta - Single,Happy Asmara,2022-03-12 00:00:00,"2,662",27.3,3451208,248,31310,37.0,0
South of the Border (feat. Camila Cabello & Cardi B),South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,2019-11-07 00:00:00,"2,665",27.3,765374782,69032,29531913,67.0,0
Losing It,Losing It,FISHER,Unknown,"2,668",27.3,523954769,213614,31880596,67.0,0
MATHEMATICAL DISRESPECT,MATHEMATICAL DISRESPECT,Lil Mabu,2023-05-05 00:00:00,"2,657",27.3,165642949,39238,3356524,62.0,1
Swervin (feat. 6ix9ine),Hoodie SZN,A Boogie Wit da Hoodie,Unknown,"2,660",27.3,815243082,140617,18381330,66.0,1
Dick (feat. Doja Cat),Dick (feat. Doja Cat),StarBoi3,Unknown,"2,669",27.3,247462687,55580,12451213,61.0,1
Perfect Strangers,Perfect Strangers,Jonas Blue,2016-03-06 00:00:00,"2,664",27.3,1050246077,113716,28088689,69.0,0
Hey Brother,TRUE,Avicii,2013-01-01 00:00:00,"2,663",27.3,1007623089,168666,43769189,72.0,0
Otra Noche,Otra Noche - Single,Los   ngeles Az,2021-11-11 00:00:00,"2,659",27.3,238849559,26517,11475144,64.0,0
Yet To Come,Proof,BTS,2022-10-06 00:00:00,"2,656",27.3,344744597,16095,22964291,64.0,0
When I'm Gone,When I   m Gone (with Katy ,Alesso,Unknown,"2,658",27.3,279996207,36648,30173875,64.0,0
Girlfriend,The Second Wave (Deluxe),Ruger,Unknown,"2,691",27.2,56670689,18344,1864537,16.0,1
WATATI (feat. Aldo Ranks) [From Barbie The Album],WATATI (feat. Aldo Ranks) [From Barbie The Album],KAROL G,2023-01-06 00:00:00,"2,680",27.2,100094720,10333,11971076,62.0,0
911,911,Fuerza Regida,Unknown,"2,676",27.2,181695722,14262,7383896,68.0,0
Always,NEVER ENOUGH,Daniel Caesar,2023-07-04 00:00:00,"2,688",27.2,281707091,40049,16537367,74.0,1
YKWIM?,Bipolar,Yot Club,Unknown,"2,681",27.2,675984633,147651,25369800,75.0,0
Damage,Damage,H.E.R.,Unknown,"2,686",27.2,108241832,24791,8314569,53.0,0
Rags2Riches 2 (feat. Lil Baby),Pray 4 Love (Deluxe),Rod Wave,2020-07-08 00:00:00,"2,687",27.2,227802182,65190,11346495,61.0,1
Bellyache,Bellyache,Billie Eilish,Unknown,"2,679",27.2,965899534,101445,18858886,73.0,0
No Wahala,No Wahala,1da Banton,2021-02-07 00:00:00,"2,685",27.2,154010050,66808,4409868,63.0,0
Wait a Minute!,ARDIPITHECUS,WILLOW,2015-11-01 00:00:00,"2,678",27.2,1081039358,220073,41752381,73.0,0
HONEY BEES,HONEY BEES - Single,Hachi,2023-06-02 00:00:00,"2,675",27.2,423395,229,2853,29.0,0
Gypsy,Gypsy,G.D. Kaur,2022-10-05 00:00:00,"2,682",27.2,58989412,4708,1055037,3.0,0
Ojos Marrones,Ojos Marrones,Lasso,2022-03-06 00:00:00,"2,690",27.2,370988405,33800,12228512,68.0,0
WASTE,DISORDER,Kxllswxtch,Unknown,"2,684",27.2,272051636,64633,11550020,72.0,1
512,Primer Dia de Clases,Mora,2021-05-02 00:00:00,"2,674",27.2,475820416,85784,28617350,70.0,1
MTG MALDI    O ET,MTG MALDI    O ET,DJ GLK,2022-05-08 00:00:00,"2,689",27.2,0,6258,1213114,0.0,1
Little Things x Gypsy Woman - L BEATS MASHUP,Little Things x Gypsy Woman (L BEATS MASHUP),Jorja Smith,Unknown,"2,677",27.2,123627077,39465,44425341,71.0,0
Wake Up (feat. Chris Brown),Wake Up (feat. Chris Brown),Skylar Blatt,Unknown,"2,683",27.2,8040021,1100,6340545,0.0,1
S  guelo Bail,Odisea,Ozuna,Unknown,"2,705",27.1,544755640,58066,16986234,66.0,0
Arranca (feat. Omega),Arranca (feat. Omega),Becky G,2023-10-03 00:00:00,"2,699",27.1,161172707,23604,23467570,66.0,0
The Family Madrigal,Encanto (Original Motion Picture Soundtrack),Stephanie Beatriz,Unknown,"2,698",27.1,217919853,22687,11527473,63.0,0
Hasta Abajo,Hasta Abajo,KEVIN ROLDAN,Unknown,"2,702",27.1,380367132,62939,11576619,64.0,0
Flawl  ss (feat. Lil Uzi V,Lyf ,Yeat,2022-09-09 00:00:00,"2,701",27.1,233573513,67981,8674549,69.0,1
Praise Jah in the Moonlight,Praise Jah in the Moonlight - Single,Uzii BigTalk,Unknown,"2,694",27.1,0,121,660,0.0,1
Bon app  ,Bon App  ,Katy Perry,Unknown,"2,700",27.1,280898252,32458,9112382,60.0,0
I'm the One,EPIC AF,DJ Khaled,2017-01-01 00:00:00,"2,704",27.1,1257029279,122763,29582588,67.0,1
Stay With Me,Candy Baby,1nonly,Unknown,"2,693",27.1,398942581,99939,11061124,68.0,1
Typa Girl,BORN PINK,BLACKPINK,Unknown,"2,697",27.1,357054107,20864,10226449,66.0,1
Ayy Macarena,Ayy Macarena,Tyga,Unknown,"2,703",27.1,417311779,106485,11727622,61.0,1
ELA PIROU NA DODGE RAM,ELA PIROU NA DODGE RAM - Single,Luan Pereira,Unknown,"2,692",27.1,149455007,13028,12083352,17.0,1
Like What (Freestyle),Like What (Freestyle),Cardi B,2024-01-03 00:00:00,"2,696",27.1,23475715,2809,14222754,0.0,1
Party In The U.S.A.,The Time Of Our Lives (International Version),Miley Cyrus,2009-01-01 00:00:00,"2,695",27.1,1587114096,210519,147125974,76.0,0
Wet Dreamz,2014 Forest Hills Drive,J. Cole,2014-09-12 00:00:00,"2,724",27.0,1244864869,247570,43778928,76.0,1
Dhani Ho Sab Dhan,Dhani Ho Sab Dhan,Pawan Singh,Unknown,"2,709",27.0,1332230,592,95570,0.0,0
Next Level,Next Level,aespa,Unknown,"2,715",27.0,245384123,26925,9940497,68.0,0
Whiskey Glasses,The Way I Talk,Morgan Wallen,Unknown,"2,712",27.0,806728296,86002,17665355,75.0,0
Bado Badi,Bado Badi,Chahat Fateh Ali Khan,Unknown,"2,708",27.0,901007,18,713,0.0,0
Esta Vida,Esta Vida - Single,Marshmello,Unknown,"2,719",27.0,94359848,23027,26530704,61.0,0
Dusk Till Dawn - Radio Edit,Dusk Till Dawn (Radio Edit),ZAYN,2017-07-09 00:00:00,"2,710",27.0,1687683940,177653,44326008,75.0,0
Shotta Flow [Remix],Shotta Flow (feat. Blueface) [Remix],NLE Choppa,Unknown,"2,720",27.0,496344788,114433,11312277,21.0,1
Bolide allemand,Liens du 100,SDM,2022-01-12 00:00:00,"2,711",27.0,152546936,33014,4883069,68.0,1
Amor Tumbado,Mi Nuevo Yo,Natanael Cano,Unknown,"2,706",27.0,413743535,39980,7003058,73.0,0
New Gold (feat. Tame Impala and Bootie Brown),New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,Unknown,"2,723",27.0,155399041,62013,13710934,60.0,1
MANIAC,The 4th Mini Album 'VERSUS',VIVIZ,2023-02-11 00:00:00,"2,718",27.0,77590300,6575,6127218,0.0,0
Don't Mind,EPIC AF,Kent Jones,2016-01-01 00:00:00,"2,725",27.0,416147244,59100,10161185,59.0,1
Dientes,Dientes,J Balvin,Unknown,"2,721",27.0,38622215,13808,12799845,4.0,1
Look Alive (feat. Drake),Look Alive (feat. Drake),BlocBoy JB,2018-09-02 00:00:00,"2,717",27.0,982424606,140455,29753134,63.0,1
Wake Up! (feat. Juice WRLD),11th Dimension,Ski Mask The Slump God,2024-07-06 00:00:00,"2,707",27.0,2886460,470,4717544,0.0,1
Midnight Rain,Midnights,Taylor Swift,Unknown,"2,714",27.0,658208129,36730,23499391,72.0,0
"Lagdi Lahore Di (From ""Street Dancer 3D"")","Lagdi Lahore Di (From ""Street Dancer 3D"")",Guru Randhawa,Unknown,"2,713",27.0,112851903,8311,4416840,61.0,0
Boo'd Up,Ella Mai,Ella Mai,2018-12-10 00:00:00,"2,726",27.0,79783827,9749,2909695,53.0,0
A M ,A M ,Rels B,Unknown,"2,716",27.0,631152992,82632,15285194,76.0,0
Buttabomma - Telugu,"Buttabomma (From ""Ala Vaikunthapurramuloo"") - Single",Armaan Malik,Unknown,"2,722",27.0,92120986,8924,2240190,56.0,0
Burn It Down,Never Enough,Parker McCollum,2023-12-05 00:00:00,"2,737",26.9,42332727,7018,6690589,65.0,0
Tu Fan,tu fan,mafalda cardenal,Unknown,"2,735",26.9,65670361,8193,4692658,66.0,0
Whole Lotta Choppas,Whole Lotta Choppas,Sada Baby,Unknown,"2,731",26.9,55312275,16559,2391593,45.0,1
Heartless,808s & Heartbreak (Exclusive Edition),Kanye West,2008-01-01 00:00:00,"2,738",26.9,1315577954,261770,60550990,79.0,0
Galaxy Express,Galaxy Express - Single,D Gerrard,2024-05-01 00:00:00,"2,732",26.9,20710234,1513,1465628,61.0,0
Skate,Skate,Bruno Mars,Unknown,"2,733",26.9,248947222,70726,16159530,63.0,0
Mercy,Mercy,Shawn Mendes,Unknown,"2,727",26.9,1351515181,114379,33997882,74.0,0
Dame Tu Cosita (feat. Cutty Ranks),Dame Tu Cosita,El Chombo,Unknown,"2,729",26.9,47325533,11423,1899926,54.0,0
Enemy - from the series Arcane League of Legends,Enemy (from the series Arcane League of Legends),Imagine Dragons,Unknown,"2,728",26.9,313209345,57092,6389142,65.0,0
Dear John,End of the World,Wild Child,Unknown,"2,730",26.9,271785,152,7172,21.0,0
Mount Everest,Mount Everest,Labrinth,Unknown,"2,734",26.9,612159812,128472,33056872,72.0,1
Esc  n,Esc  n,  engo Flow,Unknown,"2,736",26.9,63748913,11841,9184869,60.0,1
LAISSE MOI,LAISSE MOI,KeBlack,2023-08-09 00:00:00,"2,743",26.8,76805130,12362,2698463,0.0,1
This Is The Life,This Is The Life,LIZOT,Unknown,"2,750",26.8,72773866,23003,14286816,71.0,0
Baian ,Baian ,Bakermat,Unknown,"2,739",26.8,402771910,128641,26735486,73.0,0
Homicide (feat. Eminem),Homicide,Logic,2019-03-05 00:00:00,"2,751",26.8,526019789,102549,19459269,64.0,1
More Than My Hometown,More Than My Hometown,Morgan Wallen,Unknown,"2,755",26.8,503296417,55067,8724047,74.0,0
Work Out,Work Out,J. Cole,2011-04-07 00:00:00,"2,740",26.8,955547971,199078,33681550,76.0,1
Soltera,  pico,Lunay,Unknown,"2,744",26.8,170646969,5488,1084442,47.0,0
Fall In Love Alone,Fall In Love Alone,Stacey Ryan,Unknown,"2,746",26.8,250626750,28158,11808223,66.0,0
Huntin    W,Might Delete Later,J. Cole,2024-05-04 00:00:00,"2,747",26.8,36972292,5914,4824184,0.0,1
Plain Jane,Plain Jane,A$AP Ferg,2017-04-08 00:00:00,"2,752",26.8,733772721,146447,26777778,65.0,1
ORANGE SODA,ORANGE SODA,Baby Keem,Unknown,"2,745",26.8,676690653,183862,33470385,73.0,1
Clap For 'Em (feat. Flo Milli & Sada Baby),Clap For 'Em (feat. Flo Milli & Sada Baby),YungManny,Unknown,"2,753",26.8,21634137,6881,1871089,40.0,1
Righteous,Righteous,Juice WRLD,Unknown,"2,749",26.8,553627198,108088,18837961,64.0,1
T   ,Odisea,Ozuna,Unknown,"2,742",26.8,500508660,31360,12078276,68.0,0
Casei Com a Putaria,Casei Com a Putaria,Mc Paiva ZS,2022-01-07 00:00:00,"2,748",26.8,255564797,31242,9239751,63.0,1
9mm,Memphis Cult Vol. 6,Memphis Cult,Unknown,"2,754",26.8,157826873,34124,27264746,4.0,1
SOLO - Live,BLACKPINK 2018 TOUR 'IN YOUR AREA' SEOUL (Live),BLACKPINK,Unknown,"2,741",26.8,6197708,428,185336,26.0,0
Envy Me,Envy Me,Calboy,Unknown,"2,759",26.7,492873992,86600,11849689,58.0,1
DEJA VU,DEJA VU,Luan Santana,2023-07-12 00:00:00,"2,762",26.7,117285775,5157,14287746,0.0,0
G  r,G  r Bak - Si,Fatih Bulut,2024-08-03 00:00:00,"2,770",26.7,11315262,557,765288,0.0,0
vendetta!,vendetta!,MUPP,Unknown,"2,773",26.7,317919778,77387,27153082,68.0,1
T   OK (Re,T   OK (Remix) (feat. MC Kevin o Ch,DENNIS,2023-03-08 00:00:00,"2,775",26.7,112629182,13995,21476863,68.0,0
I'll Be Waiting,I'll Be Waiting,Cian Ducrot,2022-10-11 00:00:00,"2,756",26.7,185042019,41058,8054809,62.0,0
Admirin' You (feat. Preston Pablo),Admirin' You (feat. Preston Pablo),Karan Aujla,2023-01-08 00:00:00,"2,760",26.7,97989585,11146,3310108,63.0,0
Untitled #13,Untitled #13,Glwzbll,2023-04-04 00:00:00,"2,757",26.7,32244050,12908,2414592,58.0,0
El Belic ,El Belic ,Peso Pluma,2022-04-02 00:00:00,"2,767",26.7,254275891,27949,5762358,64.0,1
imgonnagetyouback,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,Unknown,"2,764",26.7,88244010,2659,8584946,0.0,0
Roses (with Juice WRLD feat. Brendon Urie),Roses (with Juice WRLD feat. Brendon Urie),benny blanco,2018-05-12 00:00:00,"2,772",26.7,475881575,74084,11532863,57.0,1
BANZAI!,BANZAI!,Kazuo,Unknown,"2,769",26.7,118164,91,607,10.0,1
One Thing Right,One Thing Right (feat. Kane Brown),Marshmello,Unknown,"2,763",26.7,545011148,69335,15972797,65.0,0
Wildest Dreams,1989 (Deluxe),Taylor Swift,2014-01-01 00:00:00,"2,771",26.7,964058806,102916,33415141,70.0,0
